"Step","_content.switch_step: 2000000 - eval/episode_reward","_content.switch_step: 2000000 - eval/episode_reward__MIN","_content.switch_step: 2000000 - eval/episode_reward__MAX"
"0","59.240753173828125","15.581930160522461","168.806640625"
"15","96.30987548828125","96.30987548828125","96.30987548828125"
"32","37.967220306396484","37.967220306396484","37.967220306396484"
"53","72.50343322753906","72.50343322753906","72.50343322753906"
"5000","211.24329121907553","162.69203186035156","217.52987670898438"
"5014","216.1342315673828","216.1342315673828","216.1342315673828"
"5031","214.30348205566406","214.30348205566406","214.30348205566406"
"5052","177.85218811035156","177.85218811035156","177.85218811035156"
"10000","214.09191767374674","191.1641845703125","216.96865844726562"
"10014","216.7750244140625","216.7750244140625","216.7750244140625"
"10031","216.70330810546875","216.70330810546875","216.70330810546875"
"10052","215.8505859375","215.8505859375","215.8505859375"
"15000","130.95159228642783","-0.736936092376709","217.78018188476562"
"15014","216.71421813964844","216.71421813964844","216.71421813964844"
"15031","217.71961975097656","217.71961975097656","217.71961975097656"
"15052","216.09129333496094","216.09129333496094","216.09129333496094"
"20000","171.3102263112863","0.7557929754257202","250.63665771484375"
"20014","233.0605010986328","233.0605010986328","233.0605010986328"
"20031","-0.7725088000297546","-0.7725088000297546","-0.7725088000297546"
"20052","217.00230407714844","217.00230407714844","217.00230407714844"
"25000","224.65861519177756","10.158272743225098","1001.8373413085938"
"25014","234.76065063476562","234.76065063476562","234.76065063476562"
"25031","281.4596862792969","281.4596862792969","281.4596862792969"
"25052","93.99554443359375","93.99554443359375","93.99554443359375"
"30000","178.33948900302252","2.285370111465454","327.3349609375"
"30014","278.3856201171875","278.3856201171875","278.3856201171875"
"30031","283.32562255859375","283.32562255859375","283.32562255859375"
"30052","225.6678924560547","225.6678924560547","225.6678924560547"
"35000","205.48032939434052","3.5045533180236816","398.37518310546875"
"35014","1033.619140625","1033.619140625","1033.619140625"
"35031","275.5917663574219","275.5917663574219","275.5917663574219"
"35052","204.9777374267578","204.9777374267578","204.9777374267578"
"40000","339.18314425150555","82.84050750732422","1005.4912109375"
"40014","668.7118530273438","668.7118530273438","668.7118530273438"
"40031","280.49957275390625","280.49957275390625","280.49957275390625"
"40052","91.47512817382812","91.47512817382812","91.47512817382812"
"45000","377.8490991592407","2.0032997131347656","1023.6792602539062"
"45014","997.6366577148438","997.6366577148438","997.6366577148438"
"45031","72.19220733642578","72.19220733642578","72.19220733642578"
"45052","10.614239692687988","10.614239692687988","10.614239692687988"
"50000","193.00833455721536","7.696610450744629","754.3964233398438"
"50014","648.833984375","648.833984375","648.833984375"
"50031","327.9580078125","327.9580078125","327.9580078125"
"50052","4.20081901550293","4.20081901550293","4.20081901550293"
"55000","154.05412018299103","4.845104694366455","908.49072265625"
"55014","1009.4674072265625","1009.4674072265625","1009.4674072265625"
"55031","989.1757202148438","989.1757202148438","989.1757202148438"
"55052","9.543561935424805","9.543561935424805","9.543561935424805"
"60000","74.31840372085571","5.279959678649902","316.0876159667969"
"60014","971.69677734375","971.69677734375","971.69677734375"
"60031","72.5974349975586","72.5974349975586","72.5974349975586"
"60052","7.607572555541992","7.607572555541992","7.607572555541992"
"65000","158.91842540105185","5.646069049835205","831.85205078125"
"65014","111.8148422241211","111.8148422241211","111.8148422241211"
"65031","25.17986488342285","25.17986488342285","25.17986488342285"
"65052","5.234460353851318","5.234460353851318","5.234460353851318"
"70000","40.155633782347046","-0.7144907116889954","179.81407165527344"
"70014","432.5503234863281","432.5503234863281","432.5503234863281"
"70031","9.780948638916016","9.780948638916016","9.780948638916016"
"70052","100.18097686767578","100.18097686767578","100.18097686767578"
"75000","60.891784270604454","4.416948318481445","210.18309020996094"
"75014","247.92466735839844","247.92466735839844","247.92466735839844"
"75031","29.668106079101562","29.668106079101562","29.668106079101562"
"75052","-0.8327838778495789","-0.8327838778495789","-0.8327838778495789"
"80000","83.56490465005238","5.021487236022949","245.58045959472656"
"80014","262.9284973144531","262.9284973144531","262.9284973144531"
"80031","5.628376483917236","5.628376483917236","5.628376483917236"
"80052","172.79177856445312","172.79177856445312","172.79177856445312"
"85000","138.88850835959116","4.216439247131348","500.3048400878906"
"85014","61.468257904052734","61.468257904052734","61.468257904052734"
"85031","3.2430174350738525","3.2430174350738525","3.2430174350738525"
"85052","93.42070007324219","93.42070007324219","93.42070007324219"
"90000","261.81716001033783","5.302845478057861","909.3939819335938"
"90014","211.36199951171875","211.36199951171875","211.36199951171875"
"90031","4.165581226348877","4.165581226348877","4.165581226348877"
"90052","372.7217712402344","372.7217712402344","372.7217712402344"
"95000","104.9154024173816","0.8946524262428284","254.1110382080078"
"95014","260.3618469238281","260.3618469238281","260.3618469238281"
"95031","3.3395309448242188","3.3395309448242188","3.3395309448242188"
"95052","431.078857421875","431.078857421875","431.078857421875"
"100000","145.99311916033426","4.428751468658447","631.9005126953125"
"100014","315.799072265625","315.799072265625","315.799072265625"
"100031","88.8916015625","88.8916015625","88.8916015625"
"100052","137.79295349121094","137.79295349121094","137.79295349121094"
"105000","178.8900678952535","7.672000885009766","670.555908203125"
"105014","168.98434448242188","168.98434448242188","168.98434448242188"
"105031","108.87236785888672","108.87236785888672","108.87236785888672"
"105052","89.47530364990234","89.47530364990234","89.47530364990234"
"110000","174.62617286046347","4.164988994598389","1001.4410400390625"
"110014","217.1753692626953","217.1753692626953","217.1753692626953"
"110031","3.4284791946411133","3.4284791946411133","3.4284791946411133"
"110052","584.885009765625","584.885009765625","584.885009765625"
"115000","190.6831192970276","4.103100776672363","1012.4329833984375"
"115014","215.3619384765625","215.3619384765625","215.3619384765625"
"115031","3.6736981868743896","3.6736981868743896","3.6736981868743896"
"115052","1002.7103271484375","1002.7103271484375","1002.7103271484375"
"120000","110.51586504777272","4.138923645019531","242.2727508544922"
"120014","215.57008361816406","215.57008361816406","215.57008361816406"
"120031","3.488548994064331","3.488548994064331","3.488548994064331"
"120052","323.824951171875","323.824951171875","323.824951171875"
"125000","87.80924503008525","4.44491720199585","206.33274841308594"
"125014","216.4019775390625","216.4019775390625","216.4019775390625"
"125031","206.21731567382812","206.21731567382812","206.21731567382812"
"125052","259.42071533203125","259.42071533203125","259.42071533203125"
"130000","74.38275873661041","4.117220401763916","207.0686492919922"
"130014","211.34507751464844","211.34507751464844","211.34507751464844"
"130031","186.45693969726562","186.45693969726562","186.45693969726562"
"130052","239.4944305419922","239.4944305419922","239.4944305419922"
"135000","106.74849776426952","5.370683670043945","425.45489501953125"
"135014","216.64524841308594","216.64524841308594","216.64524841308594"
"135031","251.505615234375","251.505615234375","251.505615234375"
"135052","281.99530029296875","281.99530029296875","281.99530029296875"
"140000","103.68389125665028","4.127679824829102","259.8418884277344"
"140014","216.1859130859375","216.1859130859375","216.1859130859375"
"140031","221.53936767578125","221.53936767578125","221.53936767578125"
"140052","273.12701416015625","273.12701416015625","273.12701416015625"
"145000","96.21189415454865","4.418056964874268","371.6015319824219"
"145014","163.3185272216797","163.3185272216797","163.3185272216797"
"145031","131.11563110351562","131.11563110351562","131.11563110351562"
