"Step","_content.switch_step: 2000000 - eval/episode_reward","_content.switch_step: 2000000 - eval/episode_reward__MIN","_content.switch_step: 2000000 - eval/episode_reward__MAX"
"0","58.133599281311035","14.756319999694824","184.6333770751953"
"5000","208.06936645507812","186.6131591796875","217.26666259765625"
"10000","216.46368103027345","214.95631408691406","217.26600646972656"
"15000","222.72269287109376","203.79010009765625","320.2764587402344"
"20000","227.3660430908203","213.87155151367188","378.8891296386719"
"25000","313.5659629821777","8.808536529541016","907.1758422851562"
"30000","385.4467333475749","33.153255462646484","1372.0946044921875"
"35000","572.247671508789","71.99423217773438","2407.01171875"
"40000","459.541460164388","90.5400390625","1234.92431640625"
"45000","611.4701059977214","183.20297241210938","1393.7860107421875"
"50000","629.0539326985677","201.33692932128906","1657.831787109375"
"55000","729.3037628173828","202.0370635986328","1696.71142578125"
"60000","746.2128041585287","182.3369598388672","1695.239501953125"
"65000","777.7256281534831","9.791313171386719","1414.50048828125"
"70000","1037.7817118326823","196.33612060546875","2491.413818359375"
"75000","953.1071822484334","0.9521245956420898","2363.68115234375"
"80000","1284.1809213956196","2.5523219108581543","3034.989990234375"
"85000","1030.7849021196366","1.5702389478683472","2816.86474609375"
"90000","1157.62512105306","153.4612274169922","2961.770263671875"
"95000","990.3001820882162","216.7523651123047","2426.8896484375"
"100000","1140.1229532877603","216.8336181640625","3073.89404296875"
"105000","1190.8260345458984","166.21649169921875","3008.8115234375"
"110000","976.5352798461914","46.308589935302734","2392.577392578125"
"115000","1103.6213704427084","136.04611206054688","2243.2138671875"
"120000","1359.450690428416","3.709826946258545","2653.20361328125"
"125000","1245.2173311869303","17.687519073486328","2479.80810546875"
"130000","1387.6467923959096","2.672436475753784","2595.420166015625"
"135000","1099.4347574869792","331.5323486328125","2568.958251953125"
"140000","1351.534110514323","389.51275634765625","2909.1953125"
"145000","1331.5906717936198","363.0095520019531","2816.585205078125"
"150000","1199.7032628377278","72.4468002319336","2261.91650390625"
"155000","1465.5775817871095","174.962158203125","2812.511474609375"
"160000","1459.030155436198","104.46405029296875","3034.09521484375"
"165000","1527.9783854166667","385.3887939453125","2361.15673828125"
"170000","1660.3991088867188","712.1802978515625","2308.339599609375"
"175000","1343.0106415430705","5.107697486877441","2966.89794921875"
"180000","1613.1221130371093","480.0939025878906","2899.322509765625"
"185000","1356.7504865566889","0.7784165143966675","2506.49609375"
"190000","1417.900779883067","6.225870609283447","2250.155517578125"
"195000","1425.3862177530925","84.27513885498047","2638.154541015625"
"200000","1461.0513326009116","296.9302062988281","2290.0849609375"
"205000","1841.1710815429688","524.4951171875","3098.28955078125"
